"BAnTr","coding.noncoding"
"BAnTr.GP.1HG001336","coding"
"BAnTr.GP.1HG001338","noncoding"
"BAnTr.GP.1HG001340","noncoding"
"BAnTr.GP.1HG001342","undefined"
"BAnTr.GP.1HG001344","undefined"
"BAnTr.GP.1HG001346","coding"
"BAnTr.GP.1HG001348","coding"
"BAnTr.GP.1HG001350","noncoding"
"BAnTr.GP.1HG001352","coding"
"BAnTr.GP.1HG001354","coding"
"BAnTr.GP.1HG001356","noncoding"
"BAnTr.GP.1HG001358","coding"
"BAnTr.GP.1HG001360","coding"
"BAnTr.GP.1HG001362","noncoding"
"BAnTr.GP.1HG001364","coding"
"BAnTr.GP.1HG001366","coding"
"BAnTr.GP.1HG001368","coding"
"BAnTr.GP.1HG001370","noncoding"
"BAnTr.GP.1HG001372","noncoding"
"BAnTr.GP.1HG001374","noncoding"
"BAnTr.GP.1HG001376","coding"
"BAnTr.GP.1HG001378","noncoding"
"BAnTr.GP.1HG001380","undefined"
"BAnTr.GP.1HG001382","coding"
"BAnTr.GP.1HG001384","coding"
"BAnTr.GP.1HG001386","noncoding"
"BAnTr.GP.1HG001388","noncoding"
"BAnTr.GP.1HG001390","noncoding"
"BAnTr.GP.1HG001392","coding"
"BAnTr.GP.1HG001394","undefined"
"BAnTr.GP.1HG001396","coding"
"BAnTr.GP.1HG001398","noncoding"
"BAnTr.GP.1HG001400","noncoding"
"BAnTr.GP.1HG001402","noncoding"
"BAnTr.GP.1HG001404","noncoding"
"BAnTr.GP.1HG001406","coding"
"BAnTr.GP.1HG001408","noncoding"
"BAnTr.GP.1HG001410","noncoding"
"BAnTr.GP.1HG001412","noncoding"
"BAnTr.GP.1HG001414","coding"
"BAnTr.GP.1HG001416","coding"
"BAnTr.GP.1HG001418","noncoding"
"BAnTr.GP.1HG001420","noncoding"
"BAnTr.GP.1HG001422","coding"
"BAnTr.GP.1HG001424","noncoding"
"BAnTr.GP.1HG001426","coding"
"BAnTr.GP.1HG001428","noncoding"
"BAnTr.GP.1HG001430","coding"
"BAnTr.GP.1HG001432","coding"
"BAnTr.GP.1HG001434","coding"
"BAnTr.GP.1HG001436","coding"
"BAnTr.GP.1HG001438","coding"
"BAnTr.GP.1HG001440","coding"
"BAnTr.GP.1HG001442","noncoding"
"BAnTr.GP.1HG001444","coding"
"BAnTr.GP.1HG001446","noncoding"
"BAnTr.GP.1HG001448","noncoding"
"BAnTr.GP.1HG001450","noncoding"
"BAnTr.GP.1HG001452","noncoding"
"BAnTr.GP.1HG001454","noncoding"
"BAnTr.GP.1HG001456","coding"
"BAnTr.GP.1HG001458","noncoding"
"BAnTr.GP.1HG001460","noncoding"
"BAnTr.GP.1HG001462","coding"
"BAnTr.GP.1HG001464","undefined"
"BAnTr.GP.1HG001466","coding"
"BAnTr.GP.1HG001468","coding"
"BAnTr.GP.1HG001470","undefined"
"BAnTr.GP.1HG001472","noncoding"
"BAnTr.GP.1HG001474","coding"
"BAnTr.GP.1HG001476","coding"
"BAnTr.GP.1HG001478","undefined"
"BAnTr.GP.1HG001480","noncoding"
"BAnTr.GP.1HG001482","coding"
"BAnTr.GP.1HG001484","coding"
"BAnTr.GP.1HG001486","coding"
"BAnTr.GP.1HG001488","noncoding"
"BAnTr.GP.1HG001490","coding"
"BAnTr.GP.1HG001492","noncoding"
"BAnTr.GP.1HG001494","coding"
"BAnTr.GP.1HG001496","coding"
"BAnTr.GP.1HG001498","noncoding"
"BAnTr.GP.1HG001500","coding"
"BAnTr.GP.1HG001502","coding"
"BAnTr.GP.1HG001504","coding"
"BAnTr.GP.1HG001506","noncoding"
"BAnTr.GP.1HG001508","noncoding"
"BAnTr.GP.1HG001510","coding"
"BAnTr.GP.1HG001512","noncoding"
"BAnTr.GP.1HG001514","undefined"
"BAnTr.GP.1HG001516","noncoding"
"BAnTr.GP.1HG001518","noncoding"
"BAnTr.GP.1HG001520","coding"
"BAnTr.GP.1HG001522","undefined"
"BAnTr.GP.1HG001524","noncoding"
"BAnTr.GP.1HG001526","coding"
"BAnTr.GP.1HG001528","noncoding"
"BAnTr.GP.1HG001530","noncoding"
"BAnTr.GP.1HG001532","noncoding"
"BAnTr.GP.1HG001534","noncoding"
"BAnTr.GP.1HG001536","coding"
"BAnTr.GP.1HG001538","coding"
"BAnTr.GP.1HG001540","undefined"
"BAnTr.GP.1HG001542","undefined"
"BAnTr.GP.1HG001544","noncoding"
"BAnTr.GP.1HG001546","noncoding"
"BAnTr.GP.1HG001548","noncoding"
"BAnTr.GP.1HG001550","noncoding"
"BAnTr.GP.1HG001552","coding"
"BAnTr.GP.1HG001554","noncoding"
"BAnTr.GP.1HG001556","noncoding"
"BAnTr.GP.1HG001558","noncoding"
"BAnTr.GP.1HG001560","coding"
"BAnTr.GP.1HG001562","coding"
"BAnTr.GP.1HG001564","coding"
"BAnTr.GP.1HG001566","coding"
"BAnTr.GP.1HG001568","coding"
"BAnTr.GP.1HG001570","noncoding"
"BAnTr.GP.1HG001572","noncoding"
"BAnTr.GP.1HG001574","undefined"
"BAnTr.GP.1HG001576","coding"
"BAnTr.GP.1HG001578","coding"
"BAnTr.GP.1HG001580","noncoding"
"BAnTr.GP.1HG001582","noncoding"
"BAnTr.GP.1HG001584","coding"
"BAnTr.GP.1HG001586","coding"
"BAnTr.GP.1HG001588","coding"
"BAnTr.GP.1HG001590","noncoding"
"BAnTr.GP.1HG001592","coding"
"BAnTr.GP.1HG001594","coding"
"BAnTr.GP.1HG001596","noncoding"
"BAnTr.GP.1HG001598","coding"
"BAnTr.GP.1HG001600","coding"
"BAnTr.GP.1HG001602","noncoding"
"BAnTr.GP.1HG001604","coding"
"BAnTr.GP.1HG001606","coding"
"BAnTr.GP.1HG001608","coding"
"BAnTr.GP.1HG001610","noncoding"
"BAnTr.GP.1HG001612","noncoding"
"BAnTr.GP.1HG001614","coding"
"BAnTr.GP.1HG001616","coding"
"BAnTr.GP.1HG001618","coding"
"BAnTr.GP.1HG001620","coding"
"BAnTr.GP.1HG001622","coding"
"BAnTr.GP.1HG001624","noncoding"
"BAnTr.GP.1HG001626","coding"
"BAnTr.GP.1HG001628","coding"
"BAnTr.GP.1HG001630","coding"
"BAnTr.GP.1HG001632","noncoding"
"BAnTr.GP.1HG001634","noncoding"
"BAnTr.GP.1HG001636","noncoding"
"BAnTr.GP.1HG001638","undefined"
"BAnTr.GP.1HG001640","coding"
"BAnTr.GP.1HG001642","coding"
"BAnTr.GP.1HG001644","coding"
"BAnTr.GP.1HG001646","noncoding"
"BAnTr.GP.1HG001648","coding"
"BAnTr.GP.1HG001650","noncoding"
"BAnTr.GP.1HG001652","noncoding"
"BAnTr.GP.1HG001654","noncoding"
"BAnTr.GP.1HG001656","noncoding"
"BAnTr.GP.1HG001658","coding"
"BAnTr.GP.1HG001660","noncoding"
"BAnTr.GP.1HG001662","coding"
"BAnTr.GP.1HG001664","coding"
"BAnTr.GP.1HG001666","coding"
"BAnTr.GP.1HG001668","coding"
"BAnTr.GP.1HG001670","coding"
"BAnTr.GP.1HG001672","coding"
"BAnTr.GP.1HG001674","noncoding"
"BAnTr.GP.1HG001676","coding"
"BAnTr.GP.1HG001678","noncoding"
"BAnTr.GP.1HG001680","coding"
"BAnTr.GP.1HG001682","coding"
"BAnTr.GP.1HG001684","coding"
"BAnTr.GP.1HG001686","noncoding"
"BAnTr.GP.1HG001688","coding"
"BAnTr.GP.1HG001690","coding"
"BAnTr.GP.1HG001692","coding"
"BAnTr.GP.1HG001694","coding"
"BAnTr.GP.1HG001696","coding"
"BAnTr.GP.1HG001698","coding"
"BAnTr.GP.1HG001700","coding"
"BAnTr.GP.1HG001702","coding"
"BAnTr.GP.1HG001704","coding"
"BAnTr.GP.1HG001706","coding"
"BAnTr.GP.1HG001708","coding"
"BAnTr.GP.1HG001710","coding"
"BAnTr.GP.1HG001712","coding"
"BAnTr.GP.1HG001714","noncoding"
"BAnTr.GP.1HG001716","coding"
"BAnTr.GP.1HG001718","coding"
"BAnTr.GP.1HG001720","coding"
"BAnTr.GP.1HG001722","coding"
"BAnTr.GP.1HG001724","coding"
"BAnTr.GP.1HG001726","coding"
"BAnTr.GP.1HG001728","coding"
"BAnTr.GP.1HG001730","coding"
"BAnTr.GP.1HG001732","coding"
"BAnTr.GP.1HG001734","coding"
"BAnTr.GP.1HG001736","noncoding"
"BAnTr.GP.1HG001738","coding"
"BAnTr.GP.1HG001740","coding"
"BAnTr.GP.1HG001742","coding"
"BAnTr.GP.1HG001744","noncoding"
"BAnTr.GP.1HG001746","noncoding"
"BAnTr.GP.1HG001748","coding"
"BAnTr.GP.1HG001750","noncoding"
"BAnTr.GP.1HG001752","noncoding"
"BAnTr.GP.1HG001754","coding"
"BAnTr.GP.1HG001756","coding"
"BAnTr.GP.1HG001758","coding"
"BAnTr.GP.1HG001760","noncoding"
"BAnTr.GP.1HG001762","noncoding"
"BAnTr.GP.1HG001764","undefined"
"BAnTr.GP.1HG001766","coding"
"BAnTr.GP.1HG001768","coding"
"BAnTr.GP.1HG001770","coding"
"BAnTr.GP.1HG001772","coding"
"BAnTr.GP.1HG001774","coding"
"BAnTr.GP.1HG001776","coding"
"BAnTr.GP.1HG001778","undefined"
"BAnTr.GP.1HG001780","coding"
"BAnTr.GP.1HG001782","undefined"
"BAnTr.GP.1HG001784","coding"
"BAnTr.GP.1HG001786","coding"
"BAnTr.GP.1HG001788","coding"
"BAnTr.GP.1HG001790","noncoding"
"BAnTr.GP.1HG001792","coding"
"BAnTr.GP.1HG001794","noncoding"
"BAnTr.GP.1HG001796","noncoding"
"BAnTr.GP.1HG001798","coding"
"BAnTr.GP.1HG001800","coding"
"BAnTr.GP.1HG001802","coding"
"BAnTr.GP.1HG001804","coding"
"BAnTr.GP.1HG001806","noncoding"
"BAnTr.GP.1HG001808","coding"
"BAnTr.GP.1HG001810","noncoding"
"BAnTr.GP.1HG001812","coding"
"BAnTr.GP.1HG001814","noncoding"
"BAnTr.GP.1HG001816","coding"
"BAnTr.GP.1HG001818","coding"
"BAnTr.GP.1HG001820","noncoding"
"BAnTr.GP.1HG001822","coding"
"BAnTr.GP.1HG001824","coding"
"BAnTr.GP.1HG001826","coding"
"BAnTr.GP.1HG001828","coding"
"BAnTr.GP.1HG001830","coding"
"BAnTr.GP.1HG001832","coding"
"BAnTr.GP.1HG001834","coding"
"BAnTr.GP.1HG001836","coding"
"BAnTr.GP.1HG001838","noncoding"
"BAnTr.GP.1HG001840","noncoding"
"BAnTr.GP.1HG001842","coding"
"BAnTr.GP.1HG001844","coding"
"BAnTr.GP.1HG001846","coding"
"BAnTr.GP.1HG001848","noncoding"
"BAnTr.GP.1HG001850","noncoding"
"BAnTr.GP.1HG001852","noncoding"
"BAnTr.GP.1HG001854","coding"
"BAnTr.GP.1HG001856","noncoding"
"BAnTr.GP.1HG001858","coding"
"BAnTr.GP.1HG001860","coding"
"BAnTr.GP.1HG001862","coding"
"BAnTr.GP.1HG001864","coding"
"BAnTr.GP.1HG001866","coding"
"BAnTr.GP.1HG001868","noncoding"
"BAnTr.GP.1HG001870","noncoding"
"BAnTr.GP.1HG001872","noncoding"
"BAnTr.GP.1HG001874","noncoding"
"BAnTr.GP.1HG001876","coding"
"BAnTr.GP.1HG001878","coding"
"BAnTr.GP.1HG001880","coding"
"BAnTr.GP.1HG001882","noncoding"
"BAnTr.GP.1HG001884","coding"
"BAnTr.GP.1HG001886","coding"
"BAnTr.GP.1HG001888","coding"
"BAnTr.GP.1HG001890","coding"
"BAnTr.GP.1HG001892","coding"
"BAnTr.GP.1HG001894","coding"
"BAnTr.GP.1HG001896","coding"
"BAnTr.GP.1HG001898","coding"
"BAnTr.GP.1HG001900","noncoding"
"BAnTr.GP.1HG001902","coding"
"BAnTr.GP.1HG001904","coding"
"BAnTr.GP.1HG001906","coding"
"BAnTr.GP.1HG001908","noncoding"
"BAnTr.GP.1HG001910","noncoding"
"BAnTr.GP.1HG001912","coding"
"BAnTr.GP.1HG001914","coding"
"BAnTr.GP.1HG001916","coding"
"BAnTr.GP.1HG001918","coding"
"BAnTr.GP.1HG001920","coding"
"BAnTr.GP.1HG001922","coding"
"BAnTr.GP.1HG001924","noncoding"
"BAnTr.GP.1HG001926","noncoding"
"BAnTr.GP.1HG001928","coding"
"BAnTr.GP.1HG001930","coding"
"BAnTr.GP.1HG001932","coding"
"BAnTr.GP.1HG001934","coding"
"BAnTr.GP.1HG001936","coding"
"BAnTr.GP.1HG001938","coding"
"BAnTr.GP.1HG001940","coding"
"BAnTr.GP.1HG001942","coding"
"BAnTr.GP.1HG001944","coding"
"BAnTr.GP.1HG001946","coding"
"BAnTr.GP.1HG001948","undefined"
"BAnTr.GP.1HG001950","coding"
"BAnTr.GP.1HG001952","coding"
"BAnTr.GP.1HG001954","noncoding"
"BAnTr.GP.1HG001956","undefined"
"BAnTr.GP.1HG001958","coding"
"BAnTr.GP.1HG001960","coding"
"BAnTr.GP.1HG001962","coding"
"BAnTr.GP.1HG001964","coding"
"BAnTr.GP.1HG001966","coding"
"BAnTr.GP.1HG001968","coding"
"BAnTr.GP.1HG001970","coding"
"BAnTr.GP.1HG001972","coding"
"BAnTr.GP.1HG001974","coding"
"BAnTr.GP.1HG001976","noncoding"
"BAnTr.GP.1HG001978","noncoding"
"BAnTr.GP.1HG001980","coding"
"BAnTr.GP.1HG001982","coding"
"BAnTr.GP.1HG001984","noncoding"
"BAnTr.GP.1HG001986","coding"
"BAnTr.GP.1HG001988","coding"
"BAnTr.GP.1HG001990","coding"
"BAnTr.GP.1HG001992","undefined"
"BAnTr.GP.1HG001994","coding"
"BAnTr.GP.1HG001996","noncoding"
"BAnTr.GP.1HG001998","coding"
"BAnTr.GP.1HG002000","coding"
"BAnTr.GP.1HG002002","coding"
"BAnTr.GP.1HG002004","coding"
"BAnTr.GP.1HG002006","noncoding"
"BAnTr.GP.1HG002008","noncoding"
"BAnTr.GP.1HG002010","undefined"
"BAnTr.GP.1HG002012","noncoding"
"BAnTr.GP.1HG002014","noncoding"
"BAnTr.GP.1HG002016","noncoding"
"BAnTr.GP.1HG002018","noncoding"
"BAnTr.GP.1HG002020","undefined"
"BAnTr.GP.1HG002022","noncoding"
"BAnTr.GP.1HG002024","noncoding"
"BAnTr.GP.1HG002026","coding"
"BAnTr.GP.1HG002028","noncoding"
"BAnTr.GP.1HG002030","coding"
"BAnTr.GP.1HG002032","noncoding"
"BAnTr.GP.1HG002034","coding"
"BAnTr.GP.1HG002036","coding"
"BAnTr.GP.1HG002038","coding"
"BAnTr.GP.1HG002040","noncoding"
"BAnTr.GP.1HG002042","noncoding"
"BAnTr.GP.1HG002044","undefined"
"BAnTr.GP.1HG002046","undefined"
"BAnTr.GP.1HG002048","noncoding"
"BAnTr.GP.1HG002050","coding"
"BAnTr.GP.1HG002052","coding"
"BAnTr.GP.1HG002054","coding"
"BAnTr.GP.1HG002056","coding"
"BAnTr.GP.1HG002058","noncoding"
"BAnTr.GP.1HG002060","undefined"
"BAnTr.GP.1HG002062","coding"
"BAnTr.GP.1HG002064","noncoding"
"BAnTr.GP.1HG002066","coding"
"BAnTr.GP.1HG002068","noncoding"
"BAnTr.GP.1HG002070","noncoding"
"BAnTr.GP.1HG002072","noncoding"
"BAnTr.GP.1HG002074","noncoding"
"BAnTr.GP.1HG002076","undefined"
"BAnTr.GP.1HG002078","noncoding"
"BAnTr.GP.1HG002080","noncoding"
"BAnTr.GP.1HG002082","noncoding"
"BAnTr.GP.1HG002084","coding"
"BAnTr.GP.1HG002086","noncoding"
"BAnTr.GP.1HG002088","noncoding"
"BAnTr.GP.1HG002090","coding"
"BAnTr.GP.1HG002092","coding"
"BAnTr.GP.1HG002094","coding"
"BAnTr.GP.1HG002096","coding"
"BAnTr.GP.1HG002098","noncoding"
"BAnTr.GP.1HG002100","coding"
"BAnTr.GP.1HG002102","coding"
"BAnTr.GP.1HG002104","coding"
"BAnTr.GP.1HG002106","coding"
"BAnTr.GP.1HG002108","coding"
"BAnTr.GP.1HG002110","noncoding"
"BAnTr.GP.1HG002112","coding"
"BAnTr.GP.1HG002114","coding"
"BAnTr.GP.1HG002116","noncoding"
"BAnTr.GP.1HG002118","coding"
"BAnTr.GP.1HG002120","coding"
"BAnTr.GP.1HG002122","coding"
"BAnTr.GP.1HG002124","coding"
"BAnTr.GP.1HG002126","noncoding"
"BAnTr.GP.1HG002128","noncoding"
"BAnTr.GP.1HG002130","undefined"
"BAnTr.GP.1HG002132","noncoding"
"BAnTr.GP.1HG002134","coding"
"BAnTr.GP.1HG002136","noncoding"
"BAnTr.GP.1HG002138","coding"
"BAnTr.GP.1HG002140","noncoding"
"BAnTr.GP.1HG002142","coding"
"BAnTr.GP.1HG002144","noncoding"
"BAnTr.GP.1HG002146","noncoding"
"BAnTr.GP.1HG002148","undefined"
"BAnTr.GP.1HG002150","coding"
"BAnTr.GP.1HG002152","undefined"
"BAnTr.GP.1HG002154","undefined"
"BAnTr.GP.1HG002156","coding"
"BAnTr.GP.1HG002158","noncoding"
"BAnTr.GP.1HG002160","noncoding"
"BAnTr.GP.1HG002162","coding"
"BAnTr.GP.1HG002164","noncoding"
"BAnTr.GP.1HG002166","coding"
"BAnTr.GP.1HG002168","noncoding"
"BAnTr.GP.1HG002170","coding"
"BAnTr.GP.1HG002172","coding"
"BAnTr.GP.1HG002174","coding"
"BAnTr.GP.1HG002176","coding"
"BAnTr.GP.1HG002178","coding"
"BAnTr.GP.1HG002180","coding"
"BAnTr.GP.1HG002182","undefined"
"BAnTr.GP.1HG002184","noncoding"
"BAnTr.GP.1HG002186","noncoding"
"BAnTr.GP.1HG002188","coding"
"BAnTr.GP.1HG002190","coding"
"BAnTr.GP.1HG002192","coding"
"BAnTr.GP.1HG002194","noncoding"
"BAnTr.GP.1HG002196","coding"
"BAnTr.GP.1HG002198","noncoding"
"BAnTr.GP.1HG002200","noncoding"
"BAnTr.GP.1HG002202","noncoding"
"BAnTr.GP.1HG002204","coding"
"BAnTr.GP.1HG002206","coding"
"BAnTr.GP.1HG002208","noncoding"
"BAnTr.GP.1HG002210","coding"
"BAnTr.GP.1HG002212","coding"
"BAnTr.GP.1HG002214","coding"
"BAnTr.GP.1HG002216","coding"
"BAnTr.GP.1HG002218","coding"
"BAnTr.GP.1HG002220","coding"
"BAnTr.GP.1HG002222","noncoding"
"BAnTr.GP.1HG002224","coding"
"BAnTr.GP.1HG002226","coding"
"BAnTr.GP.1HG002228","coding"
"BAnTr.GP.1HG002230","noncoding"
"BAnTr.GP.1HG002232","coding"
"BAnTr.GP.1HG002234","coding"
"BAnTr.GP.1HG002236","noncoding"
"BAnTr.GP.1HG002238","coding"
"BAnTr.GP.1HG002240","coding"
"BAnTr.GP.1HG002242","noncoding"
"BAnTr.GP.1HG002244","coding"
"BAnTr.GP.1HG002246","coding"
"BAnTr.GP.1HG002248","undefined"
"BAnTr.GP.1HG002250","coding"
"BAnTr.GP.1HG002252","noncoding"
"BAnTr.GP.1HG002254","noncoding"
"BAnTr.GP.1HG002256","noncoding"
"BAnTr.GP.1HG002258","coding"
"BAnTr.GP.1HG002260","noncoding"
"BAnTr.GP.1HG002262","noncoding"
"BAnTr.GP.1HG002264","noncoding"
"BAnTr.GP.1HG002266","noncoding"
"BAnTr.GP.1HG002268","coding"
"BAnTr.GP.1HG002270","coding"
"BAnTr.GP.1HG002272","noncoding"
"BAnTr.GP.1HG002274","coding"
"BAnTr.GP.1HG002276","coding"
"BAnTr.GP.1HG002278","undefined"
"BAnTr.GP.1HG002280","coding"
"BAnTr.GP.1HG002282","noncoding"
"BAnTr.GP.1HG002284","coding"
"BAnTr.GP.1HG002286","noncoding"
"BAnTr.GP.1HG002288","coding"
"BAnTr.GP.1HG002290","coding"
"BAnTr.GP.1HG002292","coding"
"BAnTr.GP.1HG002294","coding"
"BAnTr.GP.1HG002296","coding"
"BAnTr.GP.1HG002298","coding"
"BAnTr.GP.1HG002300","noncoding"
"BAnTr.GP.1HG002302","noncoding"
"BAnTr.GP.1HG002304","noncoding"
"BAnTr.GP.1HG002306","coding"
"BAnTr.GP.1HG002308","noncoding"
"BAnTr.GP.1HG002310","coding"
"BAnTr.GP.1HG002312","coding"
"BAnTr.GP.1HG002314","coding"
"BAnTr.GP.1HG002316","noncoding"
"BAnTr.GP.1HG002318","noncoding"
"BAnTr.GP.1HG002320","noncoding"
"BAnTr.GP.1HG002322","noncoding"
"BAnTr.GP.1HG002324","noncoding"
"BAnTr.GP.1HG002326","noncoding"
"BAnTr.GP.1HG002328","noncoding"
"BAnTr.GP.1HG002330","coding"
"BAnTr.GP.1HG002332","coding"
"BAnTr.GP.1HG002334","coding"
"BAnTr.GP.1HG002336","coding"
"BAnTr.GP.1HG002338","coding"
"BAnTr.GP.1HG002340","coding"
"BAnTr.GP.1HG002342","coding"
"BAnTr.GP.1HG002344","noncoding"
"BAnTr.GP.1HG002346","undefined"
"BAnTr.GP.1HG002348","coding"
"BAnTr.GP.1HG002350","noncoding"
"BAnTr.GP.1HG002352","coding"
"BAnTr.GP.1HG002354","coding"
"BAnTr.GP.1HG002356","noncoding"
"BAnTr.GP.1HG002358","noncoding"
"BAnTr.GP.1HG002360","coding"
"BAnTr.GP.1HG002362","noncoding"
"BAnTr.GP.1HG002364","noncoding"
"BAnTr.GP.1HG002366","coding"
"BAnTr.GP.1HG002368","coding"
"BAnTr.GP.1HG002370","coding"
"BAnTr.GP.1HG002372","coding"
"BAnTr.GP.1HG002374","noncoding"
"BAnTr.GP.1HG002376","coding"
"BAnTr.GP.1HG002378","coding"
"BAnTr.GP.1HG002380","noncoding"
"BAnTr.GP.1HG002382","coding"
"BAnTr.GP.1HG002384","noncoding"
"BAnTr.GP.1HG002386","noncoding"
"BAnTr.GP.1HG002388","coding"
"BAnTr.GP.1HG002390","noncoding"
"BAnTr.GP.1HG002392","coding"
"BAnTr.GP.1HG002394","coding"
"BAnTr.GP.1HG002396","coding"
"BAnTr.GP.1HG002398","coding"
"BAnTr.GP.1HG002400","noncoding"
"BAnTr.GP.1HG002402","coding"
"BAnTr.GP.1HG002404","noncoding"
"BAnTr.GP.1HG002406","coding"
"BAnTr.GP.1HG002408","noncoding"
"BAnTr.GP.1HG002410","coding"
"BAnTr.GP.1HG002412","coding"
"BAnTr.GP.1HG002414","coding"
"BAnTr.GP.1HG002416","noncoding"
"BAnTr.GP.1HG002418","noncoding"
"BAnTr.GP.1HG002420","coding"
"BAnTr.GP.1HG002422","noncoding"
"BAnTr.GP.1HG002424","noncoding"
"BAnTr.GP.1HG002426","coding"
"BAnTr.GP.1HG002428","coding"
"BAnTr.GP.1HG002430","coding"
"BAnTr.GP.1HG002432","coding"
"BAnTr.GP.1HG002434","undefined"
"BAnTr.GP.1HG002436","noncoding"
"BAnTr.GP.1HG002438","noncoding"
"BAnTr.GP.1HG002440","coding"
"BAnTr.GP.1HG002442","coding"
"BAnTr.GP.1HG002444","coding"
"BAnTr.GP.1HG002446","coding"
"BAnTr.GP.1HG002448","coding"
"BAnTr.GP.1HG002450","coding"
"BAnTr.GP.1HG002452","coding"
"BAnTr.GP.1HG002454","noncoding"
"BAnTr.GP.1HG002456","undefined"
"BAnTr.GP.1HG002458","coding"
"BAnTr.GP.1HG002460","coding"
"BAnTr.GP.1HG002462","coding"
"BAnTr.GP.1HG002464","coding"
"BAnTr.GP.1HG002466","coding"
"BAnTr.GP.1HG002468","coding"
"BAnTr.GP.1HG002470","coding"
"BAnTr.GP.1HG002472","coding"
"BAnTr.GP.1HG002474","coding"
"BAnTr.GP.1HG002476","coding"
"BAnTr.GP.1HG002478","coding"
"BAnTr.GP.1HG002480","coding"
"BAnTr.GP.1HG002482","noncoding"
"BAnTr.GP.1HG002484","noncoding"
"BAnTr.GP.1HG002486","noncoding"
"BAnTr.GP.1HG002488","coding"
"BAnTr.GP.1HG002490","noncoding"
"BAnTr.GP.1HG002492","coding"
"BAnTr.GP.1HG002494","coding"
"BAnTr.GP.1HG002496","coding"
"BAnTr.GP.1HG002498","coding"
"BAnTr.GP.1HG002500","coding"
"BAnTr.GP.1HG002502","coding"
"BAnTr.GP.1HG002504","noncoding"
"BAnTr.GP.1HG002506","coding"
"BAnTr.GP.1HG002508","coding"
"BAnTr.GP.1HG002510","noncoding"
"BAnTr.GP.1HG002512","coding"
"BAnTr.GP.1HG002514","undefined"
"BAnTr.GP.1HG002516","coding"
"BAnTr.GP.1HG002518","noncoding"
"BAnTr.GP.1HG002520","coding"
"BAnTr.GP.1HG002522","undefined"
"BAnTr.GP.1HG002524","undefined"
"BAnTr.GP.1HG002526","undefined"
"BAnTr.GP.1HG002528","noncoding"
"BAnTr.GP.1HG002530","noncoding"
"BAnTr.GP.1HG002532","coding"
"BAnTr.GP.1HG002534","coding"
"BAnTr.GP.1HG002536","coding"
"BAnTr.GP.1HG002538","coding"
"BAnTr.GP.1HG002540","coding"
"BAnTr.GP.1HG002542","coding"
"BAnTr.GP.1HG002544","coding"
"BAnTr.GP.1HG002546","coding"
"BAnTr.GP.1HG002548","noncoding"
"BAnTr.GP.1HG002550","noncoding"
"BAnTr.GP.1HG002552","noncoding"
"BAnTr.GP.1HG002554","noncoding"
"BAnTr.GP.1HG002556","noncoding"
"BAnTr.GP.1HG002558","coding"
"BAnTr.GP.1HG002560","coding"
"BAnTr.GP.1HG002562","coding"
"BAnTr.GP.1HG002564","noncoding"
"BAnTr.GP.1HG002566","undefined"
"BAnTr.GP.1HG002568","coding"
"BAnTr.GP.1HG002570","noncoding"
"BAnTr.GP.1HG002572","noncoding"
"BAnTr.GP.1HG002574","coding"
"BAnTr.GP.1HG002576","coding"
"BAnTr.GP.1HG002578","coding"
"BAnTr.GP.1HG002580","noncoding"
"BAnTr.GP.1HG002582","noncoding"
"BAnTr.GP.1HG002584","coding"
"BAnTr.GP.1HG002586","noncoding"
"BAnTr.GP.1HG002588","noncoding"
"BAnTr.GP.1HG002590","noncoding"
"BAnTr.GP.1HG002592","undefined"
"BAnTr.GP.1HG002594","noncoding"
"BAnTr.GP.1HG002596","noncoding"
"BAnTr.GP.1HG002598","coding"
"BAnTr.GP.1HG002600","coding"
"BAnTr.GP.1HG002602","noncoding"
"BAnTr.GP.1HG002604","coding"
"BAnTr.GP.1HG002606","noncoding"
"BAnTr.GP.1HG002608","coding"
"BAnTr.GP.1HG002610","noncoding"
"BAnTr.GP.1HG002612","noncoding"
"BAnTr.GP.1HG002614","coding"
"BAnTr.GP.1HG002616","noncoding"
"BAnTr.GP.1HG002618","undefined"
"BAnTr.GP.1HG002620","coding"
"BAnTr.GP.1HG002622","noncoding"
"BAnTr.GP.1HG002624","coding"
"BAnTr.GP.1HG002626","coding"
"BAnTr.GP.1HG002628","noncoding"
"BAnTr.GP.1HG002630","coding"
"BAnTr.GP.1HG002632","noncoding"
"BAnTr.GP.1HG002634","coding"
"BAnTr.GP.1HG002636","noncoding"
"BAnTr.GP.1HG002638","noncoding"
"BAnTr.GP.1HG002640","coding"
"BAnTr.GP.1HG002642","coding"
"BAnTr.GP.1HG002644","coding"
"BAnTr.GP.1HG002646","coding"
"BAnTr.GP.1HG002648","coding"
"BAnTr.GP.1HG002650","noncoding"
"BAnTr.GP.1HG002652","noncoding"
"BAnTr.GP.1HG002654","undefined"
"BAnTr.GP.1HG002656","noncoding"
"BAnTr.GP.1HG002658","noncoding"
"BAnTr.GP.1HG002660","coding"
"BAnTr.GP.1HG002662","coding"
"BAnTr.GP.1HG002664","coding"
"BAnTr.GP.1HG002666","noncoding"
"BAnTr.GP.1HG002668","coding"
"BAnTr.GP.1HG002670","noncoding"
"BAnTr.GP.1HG002672","noncoding"
"BAnTr.GP.1HG002674","coding"
"BAnTr.GP.1HG002676","noncoding"
"BAnTr.GP.1HG002678","noncoding"
